amfi_code,scheme_name,cagr_1yr,cagr_3yr,cagr_5yr,sharpe_ratio,sortino_ratio,alpha,beta,max_drawdown,worst_drawdown_date,expense_ratio_pct,rank_3yr,rank_sharpe,rank_alpha,rank_expense,rank_dd,fund_score
119552,SBI Bluechip Fund - Direct Plan - Growth,0.05706100044974027,0.16267372294624916,0.19152594852214078,0.6482414723266908,0.9265632920561696,0.1361971809049909,0.023670144700288373,-0.11803493502764295,2024-09-02,0.66,0.45,0.675,0.65,0.925,0.75,64.75
118635,Nippon India ETF Nifty 50 BeES,0.22493224932249345,0.20008208380471482,0.14137091916219702,0.39318819691240564,0.5694261625753935,0.11613718386401803,-0.0355653594868727,-0.11511457598975516,2022-06-09,0.89,0.6,0.525,0.5,0.7,0.775,59.375
125497,HDFC Top 100 Fund - Direct Plan - Growth,0.2867535802656873,0.18434488610520172,0.165325903377463,0.5062729716095956,0.7347975997481632,0.13051059411245558,-0.011950585902010162,-0.15200013055606398,2025-01-01,0.92,0.55,0.575,0.625,0.675,0.575,59.24999999999999
118633,Nippon India Large Cap Fund - Direct - Growth,0.25539980483954094,0.2108997654925684,0.14526572994594433,0.38882884600017426,0.5886328565297932,0.11106494263214499,-8.065242245855235e-05,-0.18629743138595511,2024-02-29,0.72,0.65,0.5,0.45,0.8875,0.375,58.06250000000001
102885,UTI Nifty 50 Index Fund - Regular - Growth,0.20207703983094838,0.1966726206830185,0.15622759053747926,0.519797145036178,0.7729719235511076,0.1258411368819329,-0.01957169823840364,-0.1085986215250232,2022-03-29,1.57,0.575,0.625,0.6,0.175,0.85,55.99999999999999
148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.14269394138778924,0.14748035533586012,0.1919013572159991,0.6406730942266643,0.9557671943813263,0.15149156526779298,-0.012672617864761804,-0.1527259422823477,2024-01-24,1.52,0.425,0.65,0.7,0.3625,0.55,53.93750000000001
120503,ICICI Pru Bluechip Fund - Regular - Growth,0.08489081269294418,0.13978381933703043,0.16257351134484588,0.5165503915082101,0.7329158023031636,0.12267959344578243,0.013487006008006392,-0.13897862823061635,2023-11-09,1.42,0.4,0.6,0.575,0.525,0.675,53.125
120506,ICICI Pru Value Discovery Fund - Regular - Growth,0.4181904829701364,0.1842199653744454,0.1487668197926224,0.40461547832920497,0.5781364061026487,0.11728532437907974,-0.000667538928200088,-0.1982565826298267,2023-08-14,1.41,0.525,0.55,0.55,0.55,0.35,52.25000000000001
119093,Axis Bluechip Fund - Direct - Growth,0.197667410165155,0.20816771175535864,0.06921395355103566,-0.04707325681075887,-0.06789981210009577,0.05561084453583431,0.01711428365712887,-0.21751396370148224,2023-05-22,0.75,0.625,0.325,0.3,0.825,0.25,47.75
102887,UTI Flexi Cap Fund - Regular - Growth,0.135831349444816,0.25556187904126526,0.14919507520880848,0.3846373345033844,0.571857543023029,0.11502231752940403,0.005616956403160092,-0.21285398874796857,2022-07-04,1.64,0.7,0.475,0.475,0.0375,0.275,45.6875
125498,HDFC Mid-Cap Opportunities Fund - Direct - Growth,0.15443720834451846,0.11245222866621418,0.09990638711344313,0.1347978410610397,0.19294712720125948,0.09641777380287106,-0.04699315912408659,-0.21117279560132118,2025-09-12,0.78,0.375,0.375,0.4,0.775,0.3,43.25
149322,DSP Top 100 Equity Fund - Regular - Growth,0.1811115252275146,0.18044206486636138,0.11887955009317808,0.23966336777285185,0.3329520941712112,0.0912878717252132,0.012584144304962859,-0.14111986534883125,2024-12-19,1.54,0.5,0.4,0.375,0.2625,0.65,42.9375
120841,Kotak Bluechip Fund - Regular - Growth,0.16837098075385626,0.1726727508371786,0.11736215772518999,0.2551174125622313,0.3766193408262904,0.09895196443297784,-0.021917230687794886,-0.1757361416468729,2025-02-14,1.59,0.475,0.425,0.425,0.15,0.425,39.875
118634,Nippon India Small Cap Fund - Regular - Growth,0.15811221971300937,0.08007927728656083,0.14358247892501508,0.2923432510109931,0.4113036004766504,0.11627518496745202,0.04983301446526247,-0.2334488614483311,2026-02-20,1.53,0.35,0.45,0.525,0.3125,0.225,39.1875
120507,ICICI Pru Liquid Fund - Regular - Growth,0.0742505077613469,0.07394286300360076,0.06331473803574905,-3.6501838785684804,-7.2082337488982695,0.04833362999947297,-0.0004844190071802321,-0.0009773140045925555,2025-10-20,0.74,0.3,0.075,0.275,0.85,1.0,39.125
120844,Kotak Liquid Fund - Regular - Growth,0.07120323042122512,0.06695971624586994,0.06055280871442981,-4.000348969233409,-7.768003070332341,0.046068924210449905,0.0003588348224926919,-0.0011629327956168556,2024-04-30,0.6,0.275,0.05,0.225,0.95,0.975,38.0
118636,Nippon India Gilt Securities Fund - Regular - Growth,0.10454939683040276,0.040622050237771434,0.045985730729017016,-0.8505789759662293,-1.2383022198784406,0.034492653388037656,0.008145481810582117,-0.08316361763638702,2024-02-09,0.55,0.2,0.125,0.125,1.0,0.875,35.375
119120,SBI Magnum Gilt Fund - Regular Plan - Growth,0.055219955107626895,0.05840358798463097,0.051087713536461576,-0.7430986305648412,-1.045909778283203,0.03897928547123909,0.004785069040206106,-0.04328728923970093,2025-04-01,0.77,0.225,0.15,0.15,0.8,0.9,34.5
100025,HDFC Short Term Debt Fund - Regular - Growth,0.03704968580461343,0.039163899571040384,0.03986647630120066,-1.0399413574427756,-1.4612200367895025,0.029711727435508293,0.004156463961385481,-0.04308263824636349,2023-07-28,0.56,0.175,0.1,0.1,0.975,0.925,33.625
101208,ABSL Liquid Fund - Regular - Growth,0.0723664530138024,0.06315784491375509,0.057087143710933486,-4.650400707150914,-8.741654278994412,0.04342473070539147,0.0004337619478238899,-0.0016224980244717857,2023-09-12,0.79,0.25,0.025,0.175,0.75,0.95,32.375
120842,Kotak Emerging Equity Fund - Regular - Growth,0.2250195657587366,0.07756003551327284,0.05510668933051677,-0.05816681141492242,-0.08069596764131778,0.057374353199530916,-0.005263133086755946,-0.24003511326274884,2024-10-17,1.56,0.325,0.3,0.325,0.2,0.2,28.749999999999996
119599,SBI Small Cap Fund - Direct Plan - Growth,0.1394780335518997,-0.01337386614488112,0.021910435832351416,-0.13617811182970382,-0.1900354205037957,0.04584858634442775,-0.04286804793284899,-0.5257422117012851,2025-10-28,0.72,0.075,0.25,0.2,0.8875,0.025,26.0625
101207,ABSL Small Cap Fund - Regular - Growth,-0.23986031710270628,-0.04152381044854481,0.07187271340560786,0.052618136475854844,0.07566830445152785,0.06673111642973262,0.043633627970824804,-0.3544691649336603,2026-05-11,1.53,0.05,0.35,0.35,0.3125,0.075,22.6875
119092,Axis Bluechip Fund - Regular - Growth,0.016091186722522632,0.005258871209757432,0.05721639468307149,-0.13100916883965186,-0.18918833169513885,0.04764019403758676,0.008529744476069313,-0.1440161790933726,2025-02-07,1.64,0.125,0.275,0.25,0.0375,0.625,22.4375
119095,Axis Small Cap Fund - Regular - Growth,-0.427976145588544,-0.11705806723995271,0.009616830231914841,-0.15165815861644164,-0.2163460093482832,0.019596260999821407,0.05937287429655609,-0.5167775370852656,2026-05-11,1.38,0.025,0.225,0.05,0.6,0.05,16.875
102886,UTI Mid Cap Fund - Regular - Growth,-0.16797480944407306,-0.007674063178547241,0.008032695699041303,-0.29488891285108904,-0.4205889785291456,0.017059871908257106,0.012205988479489584,-0.2800112356639287,2026-04-27,1.51,0.1,0.2,0.025,0.4125,0.15,16.1875
100016,HDFC Top 100 Fund - Regular Plan - Growth,-0.02224270997710287,0.01292649342495622,0.02529046249620115,-0.3210192604995429,-0.4728224084369744,0.028000510132031704,-0.011135119413591821,-0.24734440880673303,2022-09-15,1.55,0.15,0.175,0.075,0.225,0.175,15.5
